full_date,date,weekday,time,mood,activities,note_title,note
2023-09-21,Sep 21,Thursday,8:00 PM,good,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | floss | biking | run | Dinner with friends  | alcohol | prayer | Spiritual Direction | Church group | Clean Mind Day and Night | Spirtual Exercises | gaming,"","Wasn’t able to run because of hip pain | that got me kinda down | spiritual direction with Steve was good | ran into Sophie in the library | homeless guy singing right before RCIA | top 10 funniest moment of Steve saying he likes Sharks then Emily saying her Dad’s friend got eaten by one * | mug night for Tess’s birthday | mostly hung out with Gabby | faith talk with Zach and he sounds interested in religion * | it was an awesome talk and I hope I helped "
2023-09-20,Sep 20,Wednesday,10:10 PM,okay,work | friends | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | floss | biking | chest / core | gym | Dinner with friends  | alcohol | prayer | Church group | Clean Mind Day and Night | Reflection | gaming | tv show,"","Fine day at work | metro market | vc with Cameron | Ignite sat at Reece’s table | talk on weathering the storms by Michael Dante | Better Call Saul and a $3 wine"
2023-09-19,Sep 19,Tuesday,10:07 PM,Solid,school | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | floss | biking | run | prayer | Spiritual Direction | Church group | Clean Mind Day and Night | Spirtual Exercises | Hallow | gaming | tv show,"","Bad dream | speed workout on track * | classes still boring | Spirtual direction with Romano | retreat meeting | felt loose | faith timeline chart | felt confident and great walking back"
2023-09-18,Sep 18,Monday,10:05 PM,Solid,work | friends | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | floss | chest / core | gym | Log Rolling | prayer | Clean Mind Day and Night | Spirtual Exercises | gaming,"","Amazing view today | Elle is interested in data so I’m helping her out * | lunch with Angie | 2k with Cameron | log rolling didn’t lose and beat Tess | walked with Maeve back"
2023-09-17,Sep 17,Sunday,9:52 PM,Solid,friends | Milwuakee | Screen Time 6 Hours | lotion | floss | Dinner with friends  | church | prayer | Clean Mind Day and Night | Spirtual Exercises | Hallow | gaming | Watched Sports,"","Mass with Sara | called Dad about car insurance | watched football for a while | it was kinda eh | played video games with Cameron | Danny’s surprise birthday party *"
2023-09-16,Sep 16,Saturday,10:00 PM,almost Rad,friends | # | Milwuakee | Screen Time 4 Hours | lotion | floss | Advil | run | Other Sports | mountain dew | church | prayer | Spirtual Exercises | Hallow | gaming | tv show,"","Good prayer | won the presidents fun run! * | hung out with Sebastián and we went to mass | beach volleyball with friends | dove a lot | Aidan is life of the party | a little 2k with Cameron"
2023-09-15,Sep 15,Friday,9:09 PM,okay,work | movie | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | floss | Partial Dew | alcohol | prayer | Spirtual Exercises | Hallow | melatonin  | gaming | tv show,"","Work from home | homework in EHall | Connor took me to get bike fixed | listened to encounter church and was impressed * | watched This is Where I leave You | trying to view world through Jesus lens "
2023-09-14,Sep 14,Thursday,10:50 PM,Solid,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | floss | chest / core | gym | prayer | Church group | Spirtual Exercises | gaming | Watched Sports,"","Really bad dream | Bike had flat tire so went to OD gym | talked to Sydney and Annika briefly | realized I can be a part time student next year | classes boring | skipped regression | RCIA team meeting was good | 7/11 slushees with Gabby Tess and Jon and football"
2023-09-13,Sep 13,Wednesday,9:58 PM,Solid,work | friends | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | Dinner with friends  | prayer | Church group | Spirtual Exercises | ? | melatonin  | gaming,"","Decent day at work | was sitting in conference room during a meeting and thought I could get used to this | gaming wasn’t satisfying | Ignite with Molly Conner Sophie and Claire "
2023-09-12,Sep 12,Tuesday,9:51 PM,Solid,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | biking | run | no sugary treats | prayer | Spiritual Direction | Church group | Clean Mind Day and Night | Spirtual Exercises | gaming | tv show,"","Ran a 5:22 mile which was awesome * | texting Molly | didn’t pay attention in any classes | found out I can ditch regression class | not much free time | retreat planning meeting and disagreed with Amaiah on a lot"
2023-09-11,Sep 11,Monday,10:27 PM,okay,work | Screen Time 3 Hours | lotion | floss | Log Rolling | prayer | Spirtual Exercises | gaming | Watched Sports,"","Prayer at work | Deanna told me to sit at benches | meh day at work | Starfield | log rolling practice helped run practice | epic Jets Bills game but Jets won"
2023-09-10,Sep 10,Sunday,9:20 PM,Solid,friends | Milwuakee | Screen Time 6 Hours | lotion | floss | biking | chest / core | gym | alcohol | prayer | Clean Mind Day and Night | Spirtual Exercises | gaming | tv show | Watched Sports,"","Gym at NM | watched football with Cameron for a while | enjoy NFL | came over to Sebastián’s apartment to watch the Packer game with some friends | some video games with Cameron "
2023-09-09,Sep 9,Saturday,9:28 PM,Solid,friends | Milwuakee | Screen Time < 1.5 hours | floss | Other Sports | mountain dew | Dinner with friends  | church | prayer | retreat | Clean Mind Day and Night | Religious Meditation,"","Hung out with Gabby and Claire a lot at retreat | volleyball in free time | it was a good retreat in general | bus ride back talking to Gabby and Claire "
2023-09-08,Sep 8,Friday,8:00 PM,Solid,work | friends | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | Pickle Ball | mountain dew | prayer | retreat | Clean Mind Day and Night | Spirtual Exercises | gaming,"","A little 2k with Cameron | Pickleball and never lost | CMILR retreat | bus buddies with priest | lots of people I know | hearing Sophie and Conner’s dating story stung a little | trivia with Gabby and Tess | looking at stars while on dock with Tess and Tess"
2023-09-07,Sep 7,Thursday,10:31 PM,Solid,friends | school | Milwuakee | Screen Time 3 Hours | lotion | floss | biking | run | prayer | Spiritual Direction | Clean Mind Day and Night | Spirtual Exercises | gaming | Watched Sports,"","Ran 2.25 miles *| runners high afterwards | spirtual direction with Steve and realized it’s normal to grow more independent from family | bare minimum on school work | not paying attention in regression | hung out with Gabby Sebastián and Tess | Chiefs lost to Lions on first game of season "
2023-09-06,Sep 6,Wednesday,9:45 PM,okay,work | # | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | floss | chest / core | gym | alcohol | prayer | Spirtual Exercises | gaming | tv show,"","Peter and Amanda canceled dinner plans | solid day at work | data mart and migration | played some Starfield | # | invited to Danny’s and accepted and also invited by Emily to her b-day"
2023-09-05,Sep 5,Tuesday,11:18 PM,okay,friends | # | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | floss | biking | run | Log Rolling | no sugary treats | prayer | Spiritual Direction | Spirtual Exercises | gaming,"","Ran speed workout on track * | Spiritual direction with Romano | still super humid | regression class is so boring | classes feel the same as always | preloaded star Field but still needed a while to “unpack” | started playing and it was good | first log rolling practice of season and didn’t lose any falls | it was an ok practice | walked back with Sara"
2023-09-04,Sep 4,Monday,10:20 PM,Solid,friends | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | floss | biking | chest / core | gym | no sugary treats | alcohol | prayer | Reflection | Hallow | gaming | tv show,"","Empty gym at NorthWestern was awesome* | worked on homework in McCabe | made chicken pasta | GTA with Jude and Cameron*"
2023-09-03,Sep 3,Sunday,10:30 PM,Solid,friends | Milwuakee | Screen Time 3 Hours | lotion | floss | biking | no sugary treats | alcohol | prayer | Clean Mind Day and Night | Hallow | gaming,"","Bike ride to Trader Joe’s | Prayer while biking | Cudahy and Library doing school work | efficient day | went to Murphy’s with Annika Reece and Maeve * | most alcohol I’ve had but not drunk | which one Instagram meme video "
2023-09-02,Sep 2,Saturday,9:21 PM,Solid,friends | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | floss | Other Sports | mountain dew | Dinner with friends  | church | prayer | Spirtual Exercises | gaming | tv show,"","Morning mass | Bradford beach with Sydney Annika Sebastián and Elle | we played volleyball spikeball and frisbee | call with Sherry | Las Colinas fantasy draft | 30 minute vigil mass with Tess B| dinner at Will’s with Sebastián and Marco | fun games of smash "
2023-09-01,Sep 1,Friday,9:34 PM,meh,work | movie | Milwuakee | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | chest / core | gym | no sugary treats | alcohol | prayer | Spirtual Exercises | melatonin  | gaming,"","In apartment most of day | trouble with # | got new laptop | looking forward to Starfield | gym | bad movie "
2023-08-31,Aug 31,Thursday,10:06 PM,okay,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 2 Hours | lotion | floss | biking | run | Dinner with friends  | prayer | Clean Mind Day and Night | Spirtual Exercises | reading | gaming | tv show,"","Ran a 12:35 mile at veterans park * | worried about knees | classes were eh | bought gaming laptop | campus ministry hang out event | RCIA team dinner | for some reason it just took the life out of me"
2023-08-30,Aug 30,Wednesday,10:36 PM,Solid,work | friends | Milwuakee | Screen Time 2 Hours | lotion | floss | biking | chest / core | gym | no sugary treats | alcohol | prayer | Clean Mind Day and Night | Spirtual Exercises | ? | gaming | tv show,"","Busy day at work | useful in datamart meeting | got official offer of 75.4k + 5.6k likely bonus | accepted offer right away | Nm gym | wine so good | cookie night with ILR people at Pablo’s"
2023-08-29,Aug 29,Tuesday,10:26 PM,Solid,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | floss | run | no sugary treats | prayer | Spiritual Direction | Spirtual Exercises | reading | gaming | tv show,"","Ran a 2:25 800 * | was such a great feeling | snap chatted Sydney throughout day | first day of classes | classes seem solid | Spiritual direction with Romano | really good prayer with the cross | added more local songs to Spotify "
2023-08-28,Aug 28,Monday,9:51 PM,Solid,work | movie | Milwuakee | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | chest / core | gym | no sugary treats | prayer | Confession | Spirtual Exercises | gaming,"","A little sad about Sophie | prayer in CHF | decent day at work | learning about employee benefits and was looking at data model | spectrum technician came and fixed my wifi | gym was too crowded at plex | watched glass onion "
2023-08-27,Aug 27,Sunday,10:14 PM,Solid,friends | Milwuakee | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | Pickle Ball | mountain dew | no sugary treats | alcohol | church | prayer | Clean Mind Day and Night | Spirtual Exercises | gaming,"","8 am Mass with Sara Danny and Will | pickleball at Banting was really fun * | zero sugar bet plus fantasy football draft was a good time | had a hard dew and some wine "
